DATE,STATION_NUMBER,DISCHARGE,LEVEL
2022-01-01,07FA003,4.639999866485596,3.8440001010894775
2022-01-02,07FA003,4.579999923706055,3.846999883651733
2022-01-03,07FA003,4.519999980926514,3.848000049591065
2022-01-04,07FA003,4.460000038146973,3.838000059127808
2022-01-05,07FA003,4.400000095367432,3.8350000381469727
2022-01-06,07FA003,4.340000152587891,3.838000059127808
2022-01-07,07FA003,4.28000020980835,3.8310000896453857
2022-01-08,07FA003,4.21999979019165,3.822999954223633
2022-01-09,07FA003,4.170000076293945,3.819999933242798
2022-01-10,07FA003,4.110000133514404,3.82699990272522
2022-01-11,07FA003,4.050000190734863,3.829999923706055
2022-01-12,07FA003,4.010000228881836,3.8340001106262207
2022-01-13,07FA003,3.990000009536743,3.8429999351501465
2022-01-14,07FA003,3.9800000190734863,3.848999977111816
2022-01-15,07FA003,3.9800000190734863,3.8529999256134033
2022-01-16,07FA003,3.9700000286102295,3.858999967575073
2022-01-17,07FA003,3.9600000381469727,3.8559999465942383
2022-01-18,07FA003,3.950000047683716,3.8340001106262207
2022-01-19,07FA003,3.950000047683716,3.825999975204468
2022-01-20,07FA003,3.940000057220459,3.836999893188477
2022-01-21,07FA003,3.930000066757202,3.846999883651733
2022-01-22,07FA003,3.920000076293945,3.865000009536743
2022-01-23,07FA003,3.910000085830689,3.872999906539917
2022-01-24,07FA003,3.910000085830689,3.86899995803833
2022-01-25,07FA003,3.900000095367432,3.901999950408936
2022-01-26,07FA003,3.890000104904175,3.9030001163482666
2022-01-27,07FA003,3.880000114440918,3.9030001163482666
2022-01-28,07FA003,3.880000114440918,3.9070000648498535
2022-01-29,07FA003,3.869999885559082,3.9149999618530273
2022-01-30,07FA003,3.859999895095825,3.911999940872192
2022-01-31,07FA003,3.849999904632568,3.901999950408936
2022-02-01,07FA003,3.849999904632568,3.845999956130981
2022-02-02,07FA003,3.839999914169312,3.805999994277954
2022-02-03,07FA003,3.829999923706055,3.811000108718872
2022-02-04,07FA003,3.819999933242798,3.825000047683716
2022-02-05,07FA003,3.819999933242798,3.8420000076293945
2022-02-06,07FA003,3.809999942779541,3.8510000705718994
2022-02-07,07FA003,3.799999952316284,3.872999906539917
2022-02-08,07FA003,3.7899999618530273,3.880000114440918
2022-02-09,07FA003,3.7899999618530273,3.9030001163482666
2022-02-10,07FA003,3.7799999713897705,3.954999923706055
2022-02-11,07FA003,3.7699999809265137,3.970999956130981
2022-02-12,07FA003,3.759999990463257,3.963000059127808
2022-02-13,07FA003,3.759999990463257,3.9790000915527344
2022-02-14,07FA003,3.75,3.961999893188477
