DATE,STATION_NUMBER,DISCHARGE,LEVEL
2022-01-01,08MH044,,3.9159998893737793
2022-01-02,08MH044,,4.178999900817871
2022-01-03,08MH044,,4.297999858856201
2022-01-04,08MH044,,4.076000213623047
2022-01-05,08MH044,,3.8320000171661377
2022-01-06,08MH044,,3.921999931335449
2022-01-07,08MH044,,4.198999881744385
2022-01-08,08MH044,,3.690000057220459
2022-01-09,08MH044,,3.7179999351501465
2022-01-10,08MH044,,3.7829999923706055
2022-01-11,08MH044,,3.6640000343322754
2022-01-12,08MH044,,3.8420000076293945
2022-01-13,08MH044,,3.871999979019165
2022-01-14,08MH044,,3.849999904632568
2022-01-15,08MH044,,3.890000104904175
2022-01-16,08MH044,,3.884000062942505
2022-01-17,08MH044,,3.927999973297119
2022-01-18,08MH044,,3.8980000019073486
2022-01-19,08MH044,,3.829999923706055
2022-01-20,08MH044,,3.961999893188477
2022-01-21,08MH044,,3.713000059127808
2022-01-22,08MH044,,3.595000028610229
2022-01-23,08MH044,,3.505000114440918
2022-01-24,08MH044,,3.3580000400543213
2022-01-25,08MH044,,3.302999973297119
2022-01-26,08MH044,,3.436000108718872
2022-01-27,08MH044,,3.5309998989105225
2022-01-28,08MH044,,3.5989999771118164
2022-01-29,08MH044,,3.5799999237060547
2022-01-30,08MH044,,3.9159998893737793
2022-01-31,08MH044,,3.7070000171661377
2022-02-01,08MH044,,3.6549999713897705
2022-02-02,08MH044,,3.565000057220459
2022-02-03,08MH044,,3.3410000801086426
2022-02-04,08MH044,,3.299999952316284
2022-02-05,08MH044,,3.184999942779541
2022-02-06,08MH044,,3.1059999465942383
2022-02-07,08MH044,,3.194999933242798
2022-02-08,08MH044,,3.1010000705718994
2022-02-09,08MH044,,3.121999979019165
2022-02-10,08MH044,,3.243000030517578
2022-02-11,08MH044,,3.244999885559082
2022-02-12,08MH044,,3.2890000343322754
2022-02-13,08MH044,,3.4040000438690186
2022-02-14,08MH044,,3.4030001163482666
2022-02-15,08MH044,,3.322000026702881
2022-02-16,08MH044,,3.253000020980835
2022-02-17,08MH044,,3.2090001106262207
2022-02-18,08MH044,,3.191999912261963
2022-02-19,08MH044,,3.263999938964844
2022-02-20,08MH044,,3.309999942779541
2022-02-21,08MH044,,3.194000005722046
2022-02-22,08MH044,,3.052000045776367
2022-02-23,08MH044,,3.11899995803833
2022-02-24,08MH044,,3.2769999504089355
2022-02-25,08MH044,,3.309000015258789
2022-02-26,08MH044,,3.3559999465942383
2022-02-27,08MH044,,3.505000114440918
2022-02-28,08MH044,,3.6050000190734863
2022-03-01,08MH044,,3.63100004196167
2022-03-02,08MH044,,3.6059999465942383
2022-03-03,08MH044,,3.525000095367432
2022-03-04,08MH044,,3.414999961853028
2022-03-05,08MH044,,3.2980000972747803
2022-03-06,08MH044,,3.200000047683716
2022-03-07,08MH044,,3.150000095367432
2022-03-08,08MH044,,3.164999961853028
2022-03-09,08MH044,,3.11899995803833
2022-03-10,08MH044,,3.115000009536743
2022-03-11,08MH044,,3.2300000190734863
2022-03-12,08MH044,,3.244999885559082
2022-03-13,08MH044,,3.4059998989105225
2022-03-14,08MH044,,3.375999927520752
2022-03-15,08MH044,,3.4230000972747803
2022-03-16,08MH044,,3.315999984741211
2022-03-17,08MH044,,3.3429999351501465
2022-03-18,08MH044,,3.358999967575073
2022-03-19,08MH044,,3.436000108718872
2022-03-20,08MH044,,3.3570001125335693
2022-03-21,08MH044,,3.3529999256134038
2022-03-22,08MH044,,3.3359999656677246
2022-03-23,08MH044,,3.401000022888184
2022-03-24,08MH044,,3.308000087738037
2022-03-25,08MH044,,3.344000101089477
2022-03-26,08MH044,,3.3929998874664307
2022-03-27,08MH044,,3.476999998092652
2022-03-28,08MH044,,3.5350000858306885
2022-03-29,08MH044,,3.5
2022-03-30,08MH044,,3.48799991607666
2022-03-31,08MH044,,3.4670000076293945
2022-04-01,08MH044,,3.4749999046325684
2022-04-02,08MH044,,3.4809999465942383
2022-04-03,08MH044,,3.510999917984009
2022-04-04,08MH044,,3.8440001010894775
2022-04-05,08MH044,,3.5799999237060547
2022-04-06,08MH044,,3.351999998092652
2022-04-07,08MH044,,3.368000030517578
2022-04-08,08MH044,,3.490999937057495
2022-04-09,08MH044,,3.431999921798706
2022-04-10,08MH044,,3.4130001068115234
2022-04-11,08MH044,,3.497999906539917
2022-04-12,08MH044,,3.4590001106262207
2022-04-13,08MH044,,3.483999967575073
2022-04-14,08MH044,,3.525000095367432
2022-04-15,08MH044,,3.490000009536743
2022-04-16,08MH044,,3.5199999809265137
2022-04-17,08MH044,,3.490999937057495
2022-04-18,08MH044,,3.6579999923706055
2022-04-19,08MH044,,3.693000078201294
2022-04-20,08MH044,,3.634000062942505
2022-04-21,08MH044,,3.677000045776367
2022-04-22,08MH044,,3.51200008392334
2022-04-23,08MH044,,3.38100004196167
2022-04-24,08MH044,,3.351999998092652
2022-04-25,08MH044,,3.421999931335449
2022-04-26,08MH044,,3.4189999103546143
2022-04-27,08MH044,,3.4179999828338623
2022-04-28,08MH044,,3.494999885559082
2022-04-29,08MH044,,3.5380001068115234
2022-04-30,08MH044,,3.677999973297119
2022-05-01,08MH044,,3.674999952316284
2022-05-02,08MH044,,3.760999917984009
2022-05-03,08MH044,,3.6689999103546143
2022-05-04,08MH044,,3.70199990272522
2022-05-05,08MH044,,3.890000104904175
2022-05-06,08MH044,,3.99399995803833
2022-05-07,08MH044,,4.010000228881836
2022-05-08,08MH044,,4.114999771118164
2022-05-09,08MH044,,4.251999855041504
