DATE,STATION_NUMBER,DISCHARGE,LEVEL
2022-01-01,07FD010,1470.0,3.2320001125335693
2022-01-02,07FD010,1530.0,3.322000026702881
2022-01-03,07FD010,1460.0,3.219000101089477
2022-01-04,07FD010,1470.0,3.2320001125335693
2022-01-05,07FD010,1480.0,3.257999897003174
2022-01-06,07FD010,1500.0,3.303999900817871
2022-01-07,07FD010,1680.0,3.5169999599456787
2022-01-08,07FD010,1870.0,3.759999990463257
2022-01-09,07FD010,1860.0,3.753000020980835
2022-01-10,07FD010,2100.0,4.035999774932861
2022-01-11,07FD010,1840.0,3.877000093460083
2022-01-12,07FD010,1780.0,3.651000022888184
2022-01-13,07FD010,1720.0,3.569000005722046
2022-01-14,07FD010,1750.0,3.608999967575073
2022-01-15,07FD010,1730.0,3.5899999141693115
2022-01-16,07FD010,1490.0,3.253000020980835
2022-01-17,07FD010,1740.0,3.6050000190734863
2022-01-18,07FD010,1730.0,3.5840001106262207
2022-01-19,07FD010,1710.0,3.566999912261963
2022-01-20,07FD010,1710.0,3.566999912261963
2022-01-21,07FD010,1780.0,3.6540000438690186
2022-01-22,07FD010,1720.0,3.5739998817443848
2022-01-23,07FD010,1710.0,3.565000057220459
2022-01-24,07FD010,1750.0,3.608999967575073
2022-01-25,07FD010,1810.0,3.684999942779541
2022-01-26,07FD010,1780.0,3.6459999084472656
2022-01-27,07FD010,1790.0,3.66100001335144
2022-01-28,07FD010,1780.0,3.6549999713897705
2022-01-29,07FD010,1770.0,3.635999917984009
2022-01-30,07FD010,1750.0,3.611000061035156
2022-01-31,07FD010,1740.0,3.6010000705718994
2022-02-01,07FD010,1760.0,3.625999927520752
2022-02-02,07FD010,1850.0,3.73799991607666
2022-02-03,07FD010,1820.0,3.697999954223633
2022-02-04,07FD010,1830.0,3.7079999446868896
2022-02-05,07FD010,1840.0,3.7309999465942383
2022-02-06,07FD010,1770.0,3.634000062942505
2022-02-07,07FD010,1720.0,3.5810000896453857
2022-02-08,07FD010,1720.0,3.569000005722046
2022-02-09,07FD010,1730.0,3.5899999141693115
2022-02-10,07FD010,1750.0,3.615000009536743
2022-02-11,07FD010,1650.0,3.483999967575073
2022-02-12,07FD010,1660.0,3.503000020980835
2022-02-13,07FD010,1500.0,3.2790000438690186
2022-02-14,07FD010,1580.0,3.388999938964844
2022-02-15,07FD010,1550.0,3.3529999256134038
2022-02-16,07FD010,1570.0,3.372999906539917
2022-02-17,07FD010,1570.0,3.374000072479248
2022-02-18,07FD010,1570.0,3.374000072479248
2022-02-19,07FD010,1570.0,3.36899995803833
2022-02-20,07FD010,1380.0,3.1029999256134038
2022-02-21,07FD010,1560.0,3.3550000190734863
2022-02-22,07FD010,1500.0,3.275000095367432
2022-02-23,07FD010,1770.0,3.763000011444092
2022-02-24,07FD010,1790.0,3.6649999618530273
2022-02-25,07FD010,1630.0,3.450999975204468
2022-02-26,07FD010,1770.0,3.6449999809265137
2022-02-27,07FD010,1720.0,3.575999975204468
2022-02-28,07FD010,1640.0,3.470000028610229
2022-03-01,07FD010,1600.0,3.4110000133514404
2022-03-02,07FD010,1560.0,3.365000009536743
2022-03-03,07FD010,1590.0,3.3980000019073486
2022-03-04,07FD010,1570.0,3.371000051498413
2022-03-05,07FD010,1660.0,3.490000009536743
2022-03-06,07FD010,1690.0,3.532000064849853
2022-03-07,07FD010,1530.0,3.322000026702881
2022-03-08,07FD010,1740.0,3.595999956130981
2022-03-09,07FD010,1820.0,3.697999954223633
2022-03-10,07FD010,1870.0,3.76200008392334
2022-03-11,07FD010,1900.0,3.799000024795532
2022-03-12,07FD010,1810.0,3.693000078201294
2022-03-13,07FD010,1490.0,3.2249999046325684
2022-03-14,07FD010,1160.0,2.687000036239624
2022-03-15,07FD010,1590.0,3.3980000019073486
2022-03-16,07FD010,1600.0,3.4130001068115234
2022-03-17,07FD010,1590.0,3.3980000019073486
2022-03-18,07FD010,1600.0,3.4179999828338623
2022-03-19,07FD010,1660.0,3.5
2022-03-20,07FD010,1360.0,3.0810000896453857
2022-03-21,07FD010,1450.0,3.200000047683716
2022-03-22,07FD010,1710.0,3.566999912261963
2022-03-23,07FD010,1700.0,3.5480000972747803
2022-03-24,07FD010,1760.0,3.625
2022-03-25,07FD010,1920.0,3.822000026702881
2022-03-26,07FD010,1910.0,3.812999963760376
2022-03-27,07FD010,1920.0,3.825000047683716
2022-03-28,07FD010,1870.0,3.759999990463257
2022-03-29,07FD010,1780.0,3.6540000438690186
2022-03-30,07FD010,1700.0,3.5439999103546143
2022-03-31,07FD010,1670.0,3.502000093460083
2022-04-01,07FD010,1840.0,3.7190001010894775
2022-04-02,07FD010,1700.0,3.555000066757202
2022-04-03,07FD010,1530.0,3.325000047683716
2022-04-04,07FD010,1630.0,3.4579999446868896
2022-04-05,07FD010,1730.0,3.58899998664856
2022-04-06,07FD010,1540.0,3.3310000896453857
2022-04-07,07FD010,1510.0,3.2950000762939453
2022-04-08,07FD010,1290.0,2.9739999771118164
2022-04-09,07FD010,1240.0,2.888000011444092
2022-04-10,07FD010,1230.0,2.875999927520752
2022-04-11,07FD010,1350.0,3.052999973297119
2022-04-12,07FD010,1550.0,3.3540000915527344
2022-04-13,07FD010,1650.0,3.4820001125335693
2022-04-14,07FD010,1830.0,3.713000059127808
2022-04-15,07FD010,1760.0,3.621999979019165
2022-04-16,07FD010,1230.0,2.871000051498413
2022-04-17,07FD010,1210.0,2.8529999256134038
2022-04-18,07FD010,1280.0,2.9590001106262207
2022-04-19,07FD010,1760.0,3.628999948501587
2022-04-20,07FD010,1840.0,3.720999956130981
2022-04-21,07FD010,1700.0,3.5429999828338623
2022-04-22,07FD010,1620.0,3.447000026702881
2022-04-23,07FD010,1670.0,3.509999990463257
2022-04-24,07FD010,1680.0,3.5230000019073486
2022-04-25,07FD010,1670.0,3.5160000324249268
2022-04-26,07FD010,1750.0,3.608000040054321
2022-04-27,07FD010,1860.0,3.75
2022-04-28,07FD010,1920.0,3.821000099182129
2022-04-29,07FD010,1940.0,3.849999904632568
2022-04-30,07FD010,1950.0,3.857000112533569
2022-05-01,07FD010,1960.0,3.869999885559082
2022-05-02,07FD010,2110.0,4.041999816894531
2022-05-03,07FD010,2090.0,4.021999835968018
2022-05-04,07FD010,2180.0,4.116000175476074
2022-05-05,07FD010,2200.0,4.1479997634887695
2022-05-06,07FD010,2500.0,4.459000110626221
2022-05-07,07FD010,3330.0,5.216000080108643
2022-05-08,07FD010,3000.0,4.928999900817871
2022-05-09,07FD010,2860.0,4.802999973297119
2022-05-10,07FD010,2450.0,4.400000095367432
2022-05-11,07FD010,1920.0,3.816999912261963
2022-05-12,07FD010,2160.0,4.102000236511231
2022-05-13,07FD010,2240.0,4.184000015258789
2022-05-14,07FD010,2300.0,4.250999927520752
2022-05-15,07FD010,2410.0,4.367000102996826
2022-05-16,07FD010,2450.0,4.40399980545044
2022-05-17,07FD010,2190.0,4.130000114440918
2022-05-18,07FD010,1910.0,3.812999963760376
2022-05-19,07FD010,1830.0,3.714999914169312
2022-05-20,07FD010,2000.0,3.920000076293945
2022-05-21,07FD010,2070.0,4.0
2022-05-22,07FD010,1780.0,3.635999917984009
2022-05-23,07FD010,1380.0,3.1050000190734863
2022-05-24,07FD010,1440.0,3.190000057220459
2022-05-25,07FD010,1980.0,3.885999917984009
2022-05-26,07FD010,2050.0,3.9760000705718994
2022-05-27,07FD010,2260.0,4.210000038146973
2022-05-28,07FD010,2180.0,4.116000175476074
2022-05-29,07FD010,3890.0,5.652999877929688
2022-05-30,07FD010,3500.0,5.354000091552734
2022-05-31,07FD010,2680.0,4.632999897003174
2022-06-01,07FD010,2310.0,4.263000011444092
2022-06-02,07FD010,2370.0,4.324999809265137
2022-06-03,07FD010,2170.0,4.10699987411499
2022-06-04,07FD010,2160.0,4.104000091552734
2022-06-05,07FD010,2290.0,4.238999843597412
2022-06-06,07FD010,2290.0,4.243000030517578
2022-06-07,07FD010,2300.0,4.25600004196167
2022-06-08,07FD010,2340.0,4.294000148773193
2022-06-09,07FD010,2320.0,4.269999980926514
2022-06-10,07FD010,2410.0,4.369999885559082
2022-06-11,07FD010,2150.0,4.083000183105469
2022-06-12,07FD010,2100.0,4.037000179290772
2022-06-13,07FD010,1960.0,3.865000009536743
2022-06-14,07FD010,1770.0,3.631999969482422
2022-06-15,07FD010,1620.0,3.443000078201294
2022-06-16,07FD010,1600.0,3.4110000133514404
2022-06-17,07FD010,1670.0,3.509000062942505
2022-06-18,07FD010,2370.0,4.322999954223633
2022-06-19,07FD010,2700.0,4.65399980545044
2022-06-20,07FD010,2820.0,4.76800012588501
2022-06-21,07FD010,2690.0,4.6479997634887695
2022-06-22,07FD010,2450.0,4.401000022888184
2022-06-23,07FD010,2130.0,4.068999767303467
2022-06-24,07FD010,2020.0,3.937999963760376
2022-06-25,07FD010,2000.0,3.913000106811523
2022-06-26,07FD010,1810.0,3.687000036239624
2022-06-27,07FD010,1770.0,3.6440000534057617
2022-06-28,07FD010,2160.0,4.085999965667725
2022-06-29,07FD010,1730.0,3.5829999446868896
2022-06-30,07FD010,1630.0,3.453000068664551
2022-07-01,07FD010,1710.0,3.565000057220459
2022-07-02,07FD010,1560.0,3.359999895095825
2022-07-03,07FD010,1480.0,3.252000093460083
2022-07-04,07FD010,1360.0,3.0739998817443848
2022-07-05,07FD010,1300.0,2.98799991607666
2022-07-06,07FD010,1230.0,2.88100004196167
2022-07-07,07FD010,1210.0,2.8420000076293945
2022-07-08,07FD010,1220.0,2.851999998092652
2022-07-09,07FD010,1110.0,2.686000108718872
2022-07-10,07FD010,1060.0,2.586999893188477
2022-07-11,07FD010,1010.0,2.50600004196167
2022-07-12,07FD010,998.0,2.4830000400543213
2022-07-13,07FD010,1050.0,2.578000068664551
2022-07-14,07FD010,959.0,2.4119999408721924
2022-07-15,07FD010,1010.0,2.497999906539917
2022-07-16,07FD010,870.0,2.23799991607666
2022-07-17,07FD010,844.0,2.186000108718872
2022-07-18,07FD010,857.0,2.2109999656677246
